source_tag,frame_id,raw_ser,status,reason,iterations,exact_correct
type2_1p5M_20260121_183806,346,0.30078125,syndrome_consistent,exact_correct,8,True
type2_1p5M_20260121_183806,347,0.2578125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,348,0.25390625,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,349,0.29296875,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,350,0.24609375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,351,0.2265625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,352,0.26953125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,353,0.23046875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,354,0.28515625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,355,0.234375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,356,0.3046875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,357,0.25,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,358,0.2421875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,359,0.265625,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,360,0.2421875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,361,0.20703125,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,362,0.23046875,syndrome_consistent,exact_correct,8,True
type2_1p5M_20260121_183806,363,0.2265625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,364,0.21875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,365,0.25,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,366,0.24609375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,367,0.25,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,368,0.25,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,369,0.28515625,syndrome_consistent,exact_correct,8,True
type2_1p5M_20260121_183806,370,0.234375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,371,0.265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,372,0.2578125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,373,0.2734375,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,374,0.27734375,syndrome_consistent,exact_correct,8,True
type2_1p5M_20260121_183806,375,0.265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,376,0.24609375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,377,0.24609375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,378,0.25390625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,379,0.26171875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,380,0.296875,syndrome_consistent,exact_correct,5,True
