frame_id,pair_idx,alice_symbol,bob_symbol,dimension,n_eff_pairs,processing_rule_version,pairing_path_tag
0,0,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
0,1,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
0,2,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
0,3,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
0,4,1,2,8,512,synthetic_qary_symmetric_v1,synthetic
0,5,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
0,6,0,4,8,512,synthetic_qary_symmetric_v1,synthetic
0,7,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
0,8,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
0,9,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
0,10,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
0,11,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
0,12,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
0,13,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
0,14,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
0,15,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
0,16,6,2,8,512,synthetic_qary_symmetric_v1,synthetic
0,17,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
0,18,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
0,19,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
0,20,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
0,21,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
0,22,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
0,23,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
0,24,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
0,25,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
0,26,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
0,27,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
0,28,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
0,29,5,2,8,512,synthetic_qary_symmetric_v1,synthetic
0,30,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
0,31,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
0,32,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
0,33,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
0,34,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
0,35,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
0,36,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
0,37,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
0,38,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
0,39,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
0,40,3,5,8,512,synthetic_qary_symmetric_v1,synthetic
0,41,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
0,42,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
0,43,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
0,44,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
0,45,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
0,46,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
0,47,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
0,48,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
0,49,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
0,50,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
0,51,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
0,52,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
0,53,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
0,54,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
0,55,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
0,56,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
0,57,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
0,58,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
0,59,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
0,60,5,1,8,512,synthetic_qary_symmetric_v1,synthetic
0,61,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
0,62,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
0,63,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
1,0,1,2,8,512,synthetic_qary_symmetric_v1,synthetic
1,1,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
1,2,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
1,3,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
1,4,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
1,5,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
1,6,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
1,7,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
1,8,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
1,9,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
1,10,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
1,11,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
1,12,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
1,13,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
1,14,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
1,15,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
1,16,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
1,17,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
1,18,7,0,8,512,synthetic_qary_symmetric_v1,synthetic
1,19,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
1,20,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
1,21,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
1,22,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
1,23,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
1,24,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
1,25,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
1,26,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
1,27,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
1,28,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
1,29,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
1,30,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
1,31,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
1,32,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
1,33,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
1,34,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
1,35,1,2,8,512,synthetic_qary_symmetric_v1,synthetic
1,36,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
1,37,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
1,38,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
1,39,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
1,40,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
1,41,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
1,42,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
1,43,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
1,44,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
1,45,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
1,46,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
1,47,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
1,48,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
1,49,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
1,50,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
1,51,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
1,52,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
1,53,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
1,54,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
1,55,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
1,56,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
1,57,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
1,58,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
1,59,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
1,60,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
1,61,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
1,62,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
1,63,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
2,0,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
2,1,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
2,2,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
2,3,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
2,4,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
2,5,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
2,6,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
2,7,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
2,8,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
2,9,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
2,10,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
2,11,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
2,12,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
2,13,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
2,14,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
2,15,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
2,16,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
2,17,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
2,18,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
2,19,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
2,20,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
2,21,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
2,22,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
2,23,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
2,24,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
2,25,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
2,26,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
2,27,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
2,28,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
2,29,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
2,30,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
2,31,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
2,32,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
2,33,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
2,34,0,7,8,512,synthetic_qary_symmetric_v1,synthetic
2,35,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
2,36,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
2,37,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
2,38,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
2,39,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
2,40,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
2,41,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
2,42,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
2,43,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
2,44,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
2,45,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
2,46,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
2,47,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
2,48,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
2,49,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
2,50,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
2,51,1,3,8,512,synthetic_qary_symmetric_v1,synthetic
2,52,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
2,53,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
2,54,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
2,55,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
2,56,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
2,57,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
2,58,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
2,59,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
2,60,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
2,61,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
2,62,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
2,63,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
3,0,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
3,1,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
3,2,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
3,3,6,7,8,512,synthetic_qary_symmetric_v1,synthetic
3,4,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
3,5,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
3,6,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
3,7,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
3,8,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
3,9,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
3,10,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
3,11,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
3,12,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
3,13,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
3,14,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
3,15,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
3,16,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
3,17,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
3,18,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
3,19,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
3,20,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
3,21,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
3,22,1,7,8,512,synthetic_qary_symmetric_v1,synthetic
3,23,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
3,24,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
3,25,4,1,8,512,synthetic_qary_symmetric_v1,synthetic
3,26,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
3,27,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
3,28,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
3,29,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
3,30,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
3,31,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
3,32,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
3,33,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
3,34,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
3,35,7,3,8,512,synthetic_qary_symmetric_v1,synthetic
3,36,0,4,8,512,synthetic_qary_symmetric_v1,synthetic
3,37,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
3,38,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
3,39,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
3,40,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
3,41,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
3,42,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
3,43,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
3,44,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
3,45,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
3,46,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
3,47,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
3,48,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
3,49,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
3,50,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
3,51,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
3,52,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
3,53,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
3,54,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
3,55,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
3,56,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
3,57,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
3,58,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
3,59,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
3,60,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
3,61,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
3,62,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
3,63,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
4,0,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
4,1,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
4,2,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
4,3,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
4,4,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
4,5,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
4,6,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
4,7,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
4,8,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
4,9,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
4,10,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
4,11,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
4,12,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
4,13,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
4,14,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
4,15,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
4,16,0,3,8,512,synthetic_qary_symmetric_v1,synthetic
4,17,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
4,18,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
4,19,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
4,20,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
4,21,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
4,22,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
4,23,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
4,24,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
4,25,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
4,26,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
4,27,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
4,28,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
4,29,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
4,30,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
4,31,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
4,32,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
4,33,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
4,34,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
4,35,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
4,36,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
4,37,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
4,38,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
4,39,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
4,40,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
4,41,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
4,42,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
4,43,1,1,8,512,synthetic_qary_symmetric_v1,synthetic
4,44,3,3,8,512,synthetic_qary_symmetric_v1,synthetic
4,45,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
4,46,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
4,47,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
4,48,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
4,49,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
4,50,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
4,51,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
4,52,6,6,8,512,synthetic_qary_symmetric_v1,synthetic
4,53,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
4,54,4,4,8,512,synthetic_qary_symmetric_v1,synthetic
4,55,5,5,8,512,synthetic_qary_symmetric_v1,synthetic
4,56,2,2,8,512,synthetic_qary_symmetric_v1,synthetic
4,57,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
4,58,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
4,59,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
4,60,7,7,8,512,synthetic_qary_symmetric_v1,synthetic
4,61,0,0,8,512,synthetic_qary_symmetric_v1,synthetic
