source_tag,frame_id,raw_ser,status,reason,iterations,exact_correct
type2_1p5M_20260121_183806,1038,0.25390625,decode_failed,iteration_limit,100,False
type2_1p5M_20260121_183806,1039,0.234375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1040,0.28125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1041,0.2890625,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1042,0.25390625,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,1043,0.2890625,syndrome_consistent,exact_correct,8,True
type2_1p5M_20260121_183806,1044,0.234375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1045,0.25,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1046,0.26171875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1047,0.25,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1048,0.296875,syndrome_consistent,exact_correct,10,True
type2_1p5M_20260121_183806,1049,0.28515625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1050,0.296875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1051,0.25390625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1052,0.24609375,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,1053,0.25,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1054,0.265625,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,1055,0.2578125,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,1056,0.30078125,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1057,0.24609375,syndrome_consistent,exact_correct,8,True
type2_1p5M_20260121_183806,1058,0.23046875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1059,0.2265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1060,0.23828125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1061,0.1953125,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,1062,0.27734375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1063,0.25,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1064,0.28125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1065,0.25390625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1066,0.2265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1067,0.2890625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1068,0.24609375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1069,0.24609375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1070,0.24609375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1071,0.23828125,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,1072,0.2421875,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1073,0.2578125,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1074,0.234375,syndrome_consistent,exact_correct,4,True
