array_sha256,denominator_included,extension_used,final_prefix,frame_id,initial_prefix,key_dependent_disclosure_bits_total,outcome_epsilon_ec,policy_id,policy_sha256,protocol_epsilon_ec_bound,public_control_bits_total,qualification_role,stage1_iterations,stage2_iterations,stage3_iterations,status,stratum_p,transcript_event_count,transcript_sha256,verification_attempts
1107575c0b144a10254a105cdd7a9dbe6c72c2b11f68937fbe70834b278627df,True,False,32,nbldpc_formal_v5d_post_q1024_p20_development_000,32,384,5.421010862427522e-20,nbldpc_v5d_sched_post,8381d00576dad3452efce08eddc8d12b07071a43c115d19cabb7b3be63d37cc7,2.168404344971009e-19,705,development,4,0,0,verified_success,0.2,4,b124be8151d0866e2cc47628fcd1a79733248caf12b9caee6b56ba1d04c03786,1
2f990f41659dc3f9e530fb5662525f51e94e32c943165113f835079fd11ab4c8,True,False,32,nbldpc_formal_v5d_post_q1024_p20_development_001,32,384,5.421010862427522e-20,nbldpc_v5d_sched_post,8381d00576dad3452efce08eddc8d12b07071a43c115d19cabb7b3be63d37cc7,2.168404344971009e-19,705,development,3,0,0,verified_success,0.2,4,6b5d9b5d6973f42f5ef98e7a6f63764f8b0b17782196ad6e225bbfdc1fa1d53a,1
4ed6454eac094d1e0cc2c816b7d3498abac9c8d93a1356b28c6982262bc01009,True,False,32,nbldpc_formal_v5d_post_q1024_p20_development_002,32,384,5.421010862427522e-20,nbldpc_v5d_sched_post,8381d00576dad3452efce08eddc8d12b07071a43c115d19cabb7b3be63d37cc7,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,0c9fe89be1ac617ff5f93ca45bcdde2da1e3adb1a0b33b0ca01c1922b0561736,1
24bd19f52161dcfed1b9b844aa1ae37f8fb75564acfaff064af4737acd743a34,True,False,32,nbldpc_formal_v5d_post_q1024_p20_development_003,32,384,5.421010862427522e-20,nbldpc_v5d_sched_post,8381d00576dad3452efce08eddc8d12b07071a43c115d19cabb7b3be63d37cc7,2.168404344971009e-19,705,development,3,0,0,verified_success,0.2,4,5a90c4c803893a2813a47d259a1cbdfad8f304db2c73f8a3ed078d298b9b124b,1
28557fb6c76ac15bbead7fb7847946cf1515b13e3421680e9eb8fedcc35fb4cf,True,False,32,nbldpc_formal_v5d_post_q1024_p20_development_004,32,384,5.421010862427522e-20,nbldpc_v5d_sched_post,8381d00576dad3452efce08eddc8d12b07071a43c115d19cabb7b3be63d37cc7,2.168404344971009e-19,705,development,3,0,0,verified_success,0.2,4,de1cfb2a552299e537e1140a51e5016fbc6c22f8db8ffc74c4d6424b5ba41102,1
d6d0fa46113df76e3a29e2b34ed83c9eee38cac5a2c349f52569a17e9b584b13,True,False,32,nbldpc_formal_v5d_post_q1024_p20_development_005,32,384,5.421010862427522e-20,nbldpc_v5d_sched_post,8381d00576dad3452efce08eddc8d12b07071a43c115d19cabb7b3be63d37cc7,2.168404344971009e-19,705,development,5,0,0,verified_success,0.2,4,c6464c27799b478c34ff278638ef5043334de8964fc2019b87770876afcdd4c2,1
b46f6d60c71285f7cd89231e50258453a3390a8914949d60269eb9cd37651b2b,True,False,32,nbldpc_formal_v5d_post_q1024_p20_development_006,32,384,5.421010862427522e-20,nbldpc_v5d_sched_post,8381d00576dad3452efce08eddc8d12b07071a43c115d19cabb7b3be63d37cc7,2.168404344971009e-19,705,development,3,0,0,verified_success,0.2,4,09df6ec8155152ac2e21acac6fc45fd7342010dc812c144589b1f7f2b6bbdf92,1
6d2812cc688d7c064f39e4e20f89dc0f7f221fb74dfd2be360437016a19a0c11,True,False,32,nbldpc_formal_v5d_post_q1024_p20_development_007,32,384,5.421010862427522e-20,nbldpc_v5d_sched_post,8381d00576dad3452efce08eddc8d12b07071a43c115d19cabb7b3be63d37cc7,2.168404344971009e-19,705,development,3,0,0,verified_success,0.2,4,ed37e1427f63311ee7ccf0c9b208246c65f66f024835bdcc9a425be621f91b51,1
3639fb81034ce8a4f755e6e9527bade6b651b53b43ea7de96ec036182c2939d6,True,False,32,nbldpc_formal_v5d_post_q1024_p20_development_008,32,384,5.421010862427522e-20,nbldpc_v5d_sched_post,8381d00576dad3452efce08eddc8d12b07071a43c115d19cabb7b3be63d37cc7,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,9ab8f436f41af37c7dc23cacd0d442058d2866b7c7bab439272e16b4c46397c7,1
bbcad977949635bf3d9f4e6e200865e3ae2aa90d885ff8e222960f1311ae87f0,True,False,32,nbldpc_formal_v5d_post_q1024_p20_development_009,32,384,5.421010862427522e-20,nbldpc_v5d_sched_post,8381d00576dad3452efce08eddc8d12b07071a43c115d19cabb7b3be63d37cc7,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,982ff2eacc70da668bf2ddbfa0575fc2b5c74135b27fff0832599460920ed869,1
67d0154320adafb8a04b24d3ba194c99e9eb37340edecfec285b2025ac37866a,True,False,32,nbldpc_formal_v5d_post_q1024_p20_development_010,32,384,5.421010862427522e-20,nbldpc_v5d_sched_post,8381d00576dad3452efce08eddc8d12b07071a43c115d19cabb7b3be63d37cc7,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,e82deaccd234cff4dddf1d4da8587289f51713c3f8d0358c6d353aca4790350a,1
af6e39325523293ad516086ed5b2967843c007685d4bbabf995bf036984bcae5,True,False,32,nbldpc_formal_v5d_post_q1024_p20_development_011,32,384,5.421010862427522e-20,nbldpc_v5d_sched_post,8381d00576dad3452efce08eddc8d12b07071a43c115d19cabb7b3be63d37cc7,2.168404344971009e-19,705,development,5,0,0,verified_success,0.2,4,073ad1a64b0a533c93c24eacd7b19a6d08a91d1fbcfc0fa2f15cfdf5e7262803,1
f52c276da44910313ac07a1bb7afd0499e1b0b1d9cf1ddb4402d159775f36e56,True,False,32,nbldpc_formal_v5d_post_q1024_p20_development_012,32,384,5.421010862427522e-20,nbldpc_v5d_sched_post,8381d00576dad3452efce08eddc8d12b07071a43c115d19cabb7b3be63d37cc7,2.168404344971009e-19,705,development,2,0,0,verified_success,0.2,4,fdd5aec5a0861e4ca5d27aade50d0f69dc03087790647bb416dccfd33b303782,1
a5bd3faad0485f5f1a07b924478f365a8eb1dfc49f33238cc31fdb13676bc72d,True,False,32,nbldpc_formal_v5d_post_q1024_p20_development_013,32,384,5.421010862427522e-20,nbldpc_v5d_sched_post,8381d00576dad3452efce08eddc8d12b07071a43c115d19cabb7b3be63d37cc7,2.168404344971009e-19,705,development,3,0,0,verified_success,0.2,4,3ed66a02574dc0ab52a642f4f696c6ff4ed1daf35baa3ba518800fab16efc27b,1
