source_tag,frame_id,raw_ser,status,reason,iterations,exact_correct
type2_1p5M_20260121_183806,2076,0.29296875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,2077,0.25,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,2078,0.26171875,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,2079,0.2109375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,2080,0.23828125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,2081,0.23828125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,2082,0.24609375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,2083,0.27734375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,2084,0.23046875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,2085,0.24609375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,2086,0.21484375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,2087,0.23828125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,2088,0.2578125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,2089,0.25,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,2090,0.265625,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,2091,0.24609375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,2092,0.2421875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,2093,0.23046875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,2094,0.2734375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,2095,0.30078125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,2096,0.25390625,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,2097,0.28125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,2098,0.23046875,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,2099,0.26953125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,2100,0.25,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,2101,0.29296875,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,2102,0.25390625,syndrome_consistent,exact_correct,8,True
type2_1p5M_20260121_183806,2103,0.22265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,2104,0.2421875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,2105,0.296875,syndrome_consistent,exact_correct,8,True
type2_1p5M_20260121_183806,2106,0.2578125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,2107,0.2109375,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,2108,0.2265625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,2109,0.28125,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,2110,0.20703125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,2111,0.26171875,syndrome_consistent,exact_correct,9,True
type2_1p5M_20260121_183806,2112,0.23046875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,2113,0.2578125,syndrome_consistent,exact_correct,10,True
