attempted,calibration_source_sha256,cascade_lookback_bits,cascade_parity_bits,cascade_primary_bisection_bits,codebook_ids,dataset_id,denominator_included,dimension,epsilon_ec,failure_reason,frame_id,frame_len_symbols,key_dependent_disclosure_bits_total,ldpc_syndrome_bits,leakage_comparison_policy,mapping,method,n_pairs,pair_idx_sequence_sha256,plan_frame_id,public_control_bits_total,qualification_group,qualification_role,rate_ids,raw_ser,runtime_s,status,stratum_p,transcript_bytes_len,transcript_bytes_sha256,transcript_first_event_id,transcript_last_event_id,transcript_sha256,verification_invoked,verification_seed_id,verification_tag_bits,verification_tag_bits_component
True,,28,75,39,,synthetic_p0.01,True,1024,5.421010862427522e-20,,p0.01_qualification_00,64,206,,,,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,p0.01_qualification_00,1087,cascade_formal_v1|synthetic_p0.01|p0.01_qualification_00,qualification,,0.109375,0.0,verified_success,0.01,68920,e559d8694fa1a569883380f6a51c7b0de939413bf27036a2af0329bdc739936c,1,169,ccc0d96beb65f3c0123fcf7e2920e911a6e6a1d6589fd0539a6cbb3880168232,True,1835e3601ec5ea43643f085dafc592c2baae8d57b906c3040a5d29c9facba507,64,64
True,4efb3981b9e6cfcb964787d22d7089b2833737ac5f6ba2e9757d201e17824041,,,,"[""b73a2b73a1d1e63b4ea3817de7e839c8faa5aa0c1ff8687ae13eb1c78093f646"", ""2d3f3e6678c6810b8f00a5f012a6007077ad3ea3856bd5850618890fe8579bf6"", ""3fdd5547e4641ea31d934cc61dfcac75f77059cce1396a9c7d5bfab82a597216"", ""9b53f43d57430dd441b838e679b1aa6090e16eeabdb1389a01f4e0a866a578b5"", ""2d7d059952f5140ae46e988ff82e8d3c0059fb067eb1507be99a0b214d833082"", ""d8d552fe48cb0aa22fdd10494106847446376a2eb0ed152b8b764c9aff16f0d3"", ""ad0f40a8cdaab6a15f49e72ff45aa9160103000fa8cb8dbfd5e9212bf6488564"", ""e60e19441bf35bd7c2f6b8f2a639e34a5ce1ac963e5abfc85b0304a1fd3e75f5"", ""e7d04a21ef7245af5ff3a4f5ff8ca4b9ea9f5711bf21de4d78f9e1e9c455d34b"", ""4e0ed4d1b18b78ad646e73c5c85507aedec193dea84ddadc89195703bcf347e0""]",synthetic_p0.01,True,1024,5.421010862427522e-20,,p0.01_qualification_00,64,384,320,method_specific_not_cross_ranked,gray,ldpc_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,p0.01_qualification_00,3583,ldpc_formal_v1|synthetic_p0.01|p0.01_qualification_00,qualification,"[""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050""]",0.109375,0.35999999998603016,verified_success,0.01,16176,48426f9eee41fd8a070cfc6565f847bbf3c5ae108f398d1419caafa6e75ba4cd,1,42,628c03e1f9223e41ed76b85969e0bc9a7ac3a8532535f072b9e6c736b4a92d8c,True,1835e3601ec5ea43643f085dafc592c2baae8d57b906c3040a5d29c9facba507,64,64
True,,54,75,50,,synthetic_p0.01,True,1024,5.421010862427522e-20,,p0.01_qualification_01,64,243,,,,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,p0.01_qualification_01,1087,cascade_formal_v1|synthetic_p0.01|p0.01_qualification_01,qualification,,0.1875,0.0,verified_success,0.01,90429,773109927376157549bd751244045e0aca6e4087f0e9b2ed0007b03495608642,1,221,b4a8dd4b26007f8d0b1ba9177ed90287e42ab15acf46fdbe6aecf3a8e0a6caa0,True,cb2a92127d3062171768a64f2d5d5d54a5e9057386f9bcfd9deb296517266af0,64,64
True,4efb3981b9e6cfcb964787d22d7089b2833737ac5f6ba2e9757d201e17824041,,,,"[""b73a2b73a1d1e63b4ea3817de7e839c8faa5aa0c1ff8687ae13eb1c78093f646"", ""2d3f3e6678c6810b8f00a5f012a6007077ad3ea3856bd5850618890fe8579bf6"", ""3fdd5547e4641ea31d934cc61dfcac75f77059cce1396a9c7d5bfab82a597216"", ""9b53f43d57430dd441b838e679b1aa6090e16eeabdb1389a01f4e0a866a578b5"", ""2d7d059952f5140ae46e988ff82e8d3c0059fb067eb1507be99a0b214d833082"", ""d8d552fe48cb0aa22fdd10494106847446376a2eb0ed152b8b764c9aff16f0d3"", ""ad0f40a8cdaab6a15f49e72ff45aa9160103000fa8cb8dbfd5e9212bf6488564"", ""e60e19441bf35bd7c2f6b8f2a639e34a5ce1ac963e5abfc85b0304a1fd3e75f5"", ""e7d04a21ef7245af5ff3a4f5ff8ca4b9ea9f5711bf21de4d78f9e1e9c455d34b"", ""4e0ed4d1b18b78ad646e73c5c85507aedec193dea84ddadc89195703bcf347e0""]",synthetic_p0.01,True,1024,5.421010862427522e-20,toeplitz_mismatch,p0.01_qualification_01,64,384,320,method_specific_not_cross_ranked,gray,ldpc_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,p0.01_qualification_01,3583,ldpc_formal_v1|synthetic_p0.01|p0.01_qualification_01,qualification,"[""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050""]",0.1875,0.015000000013969839,verify_failed,0.01,16176,231daf8e74537aaceaf3a39a88abf86a605bcb31a58302a8ddb4d073833a9d81,1,42,0915afaf2f39a53d64d34bb6b63f2923f653600b9e0a68483e4222837bd8d7cd,True,cb2a92127d3062171768a64f2d5d5d54a5e9057386f9bcfd9deb296517266af0,64,64
True,,16,75,24,,synthetic_p0.01,True,1024,5.421010862427522e-20,,p0.01_qualification_02,64,179,,,,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,p0.01_qualification_02,1087,cascade_formal_v1|synthetic_p0.01|p0.01_qualification_02,qualification,,0.078125,0.0,verified_success,0.01,54005,492e426d675d8bd93ddd310ca1eed9e52c01d4b5b9be25b5979c1a678fdca238,1,133,0e0ee8c35c49c202b4b69baea1fffe9ed762a2e833b16ae375d088039596c0bd,True,16fa1e56ce48f9c6de19067760a78f601615d58e50300679342663cf9cacad90,64,64
True,4efb3981b9e6cfcb964787d22d7089b2833737ac5f6ba2e9757d201e17824041,,,,"[""b73a2b73a1d1e63b4ea3817de7e839c8faa5aa0c1ff8687ae13eb1c78093f646"", ""2d3f3e6678c6810b8f00a5f012a6007077ad3ea3856bd5850618890fe8579bf6"", ""3fdd5547e4641ea31d934cc61dfcac75f77059cce1396a9c7d5bfab82a597216"", ""9b53f43d57430dd441b838e679b1aa6090e16eeabdb1389a01f4e0a866a578b5"", ""2d7d059952f5140ae46e988ff82e8d3c0059fb067eb1507be99a0b214d833082"", ""d8d552fe48cb0aa22fdd10494106847446376a2eb0ed152b8b764c9aff16f0d3"", ""ad0f40a8cdaab6a15f49e72ff45aa9160103000fa8cb8dbfd5e9212bf6488564"", ""e60e19441bf35bd7c2f6b8f2a639e34a5ce1ac963e5abfc85b0304a1fd3e75f5"", ""e7d04a21ef7245af5ff3a4f5ff8ca4b9ea9f5711bf21de4d78f9e1e9c455d34b"", ""4e0ed4d1b18b78ad646e73c5c85507aedec193dea84ddadc89195703bcf347e0""]",synthetic_p0.01,True,1024,5.421010862427522e-20,,p0.01_qualification_02,64,384,320,method_specific_not_cross_ranked,gray,ldpc_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,p0.01_qualification_02,3583,ldpc_formal_v1|synthetic_p0.01|p0.01_qualification_02,qualification,"[""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050""]",0.078125,0.015999999945051968,verified_success,0.01,16176,7ab9d0cd3816e5673b2f85693ab4c749d2e973d3d53d21a7af41ea0d7f5ff943,1,42,24328b088d365a4d3aaccd5cdba720369936a30820560ac6d6d09c739256e102,True,16fa1e56ce48f9c6de19067760a78f601615d58e50300679342663cf9cacad90,64,64
True,,12,75,15,,synthetic_p0.01,True,1024,5.421010862427522e-20,,p0.01_qualification_03,64,166,,,,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,p0.01_qualification_03,1087,cascade_formal_v1|synthetic_p0.01|p0.01_qualification_03,qualification,,0.046875,0.0,verified_success,0.01,46984,4a651fbfdf2c1a6d62d52624202e9b9c7fefccc701d197e4bb8992a6c6adc510,1,116,88c0b164d9f56a76afc659bed3d1ccc9f85948654c869dd7f347b527c71171da,True,8f2ca39b336dd447961a39eae4044c756ca899a61adc92ecd7a6edd6ff1f50a4,64,64
True,4efb3981b9e6cfcb964787d22d7089b2833737ac5f6ba2e9757d201e17824041,,,,"[""b73a2b73a1d1e63b4ea3817de7e839c8faa5aa0c1ff8687ae13eb1c78093f646"", ""2d3f3e6678c6810b8f00a5f012a6007077ad3ea3856bd5850618890fe8579bf6"", ""3fdd5547e4641ea31d934cc61dfcac75f77059cce1396a9c7d5bfab82a597216"", ""9b53f43d57430dd441b838e679b1aa6090e16eeabdb1389a01f4e0a866a578b5"", ""2d7d059952f5140ae46e988ff82e8d3c0059fb067eb1507be99a0b214d833082"", ""d8d552fe48cb0aa22fdd10494106847446376a2eb0ed152b8b764c9aff16f0d3"", ""ad0f40a8cdaab6a15f49e72ff45aa9160103000fa8cb8dbfd5e9212bf6488564"", ""e60e19441bf35bd7c2f6b8f2a639e34a5ce1ac963e5abfc85b0304a1fd3e75f5"", ""e7d04a21ef7245af5ff3a4f5ff8ca4b9ea9f5711bf21de4d78f9e1e9c455d34b"", ""4e0ed4d1b18b78ad646e73c5c85507aedec193dea84ddadc89195703bcf347e0""]",synthetic_p0.01,True,1024,5.421010862427522e-20,,p0.01_qualification_03,64,384,320,method_specific_not_cross_ranked,gray,ldpc_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,p0.01_qualification_03,3583,ldpc_formal_v1|synthetic_p0.01|p0.01_qualification_03,qualification,"[""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050""]",0.046875,0.03100000007543713,verified_success,0.01,16176,15fd51539089584a231f55d52c9216ec4dbe536214bd39b9eb81a24eeb7ac4aa,1,42,9a41704189bd2f6e326a73fab8226e165cfafc67428858376a48531baf0da3a8,True,8f2ca39b336dd447961a39eae4044c756ca899a61adc92ecd7a6edd6ff1f50a4,64,64
True,,24,75,40,,synthetic_p0.01,True,1024,5.421010862427522e-20,,p0.01_qualification_04,64,203,,,,cascade_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,p0.01_qualification_04,1087,cascade_formal_v1|synthetic_p0.01|p0.01_qualification_04,qualification,,0.125,0.0,verified_success,0.01,67676,7f732dc48f59693b4da4ab9187b34d7d264db2b017da64daa502a2b7b016b2a2,1,166,c953208e414a3ad350481a4519ad297a69c3656e7eab8c483e8b0c94f11c04d2,True,713f5f1a1b4b2d78958d959ffa8bc11618a13e24f89800417af4f511f6c50b19,64,64
True,4efb3981b9e6cfcb964787d22d7089b2833737ac5f6ba2e9757d201e17824041,,,,"[""b73a2b73a1d1e63b4ea3817de7e839c8faa5aa0c1ff8687ae13eb1c78093f646"", ""2d3f3e6678c6810b8f00a5f012a6007077ad3ea3856bd5850618890fe8579bf6"", ""3fdd5547e4641ea31d934cc61dfcac75f77059cce1396a9c7d5bfab82a597216"", ""9b53f43d57430dd441b838e679b1aa6090e16eeabdb1389a01f4e0a866a578b5"", ""2d7d059952f5140ae46e988ff82e8d3c0059fb067eb1507be99a0b214d833082"", ""d8d552fe48cb0aa22fdd10494106847446376a2eb0ed152b8b764c9aff16f0d3"", ""ad0f40a8cdaab6a15f49e72ff45aa9160103000fa8cb8dbfd5e9212bf6488564"", ""e60e19441bf35bd7c2f6b8f2a639e34a5ce1ac963e5abfc85b0304a1fd3e75f5"", ""e7d04a21ef7245af5ff3a4f5ff8ca4b9ea9f5711bf21de4d78f9e1e9c455d34b"", ""4e0ed4d1b18b78ad646e73c5c85507aedec193dea84ddadc89195703bcf347e0""]",synthetic_p0.01,True,1024,5.421010862427522e-20,,p0.01_qualification_04,64,384,320,method_specific_not_cross_ranked,gray,ldpc_formal_v1,64,7a61ce53d17eb721f1f7ead1b73d46792741cf9b82591734c084441e9eeacffe,p0.01_qualification_04,3583,ldpc_formal_v1|synthetic_p0.01|p0.01_qualification_04,qualification,"[""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050"", ""r050""]",0.125,0.015999999945051968,verified_success,0.01,16176,f0f053c7b8efe3c8b2dacef8cf72fb855f028a47c85ecf3ab26b47f89e521cf6,1,42,2d094bfc9f61cfc18a2b06335b2e15655fe0a4172fcaaa2b50bdeabae1ebf8f1,True,713f5f1a1b4b2d78958d959ffa8bc11618a13e24f89800417af4f511f6c50b19,64,64
