source_tag,frame_id,raw_ser,status,reason,iterations,exact_correct
type2_1p5M_20260121_183806,0,0.2734375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1,0.28515625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,2,0.265625,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,3,0.234375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,4,0.24609375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,5,0.26953125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,6,0.22265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,7,0.27734375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,8,0.25390625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,9,0.2265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,10,0.2421875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,11,0.24609375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,12,0.1953125,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,13,0.2734375,syndrome_consistent,exact_correct,13,True
type2_1p5M_20260121_183806,14,0.23828125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,15,0.28515625,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,16,0.3046875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,17,0.23828125,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,18,0.20703125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,19,0.3046875,syndrome_consistent,exact_correct,8,True
type2_1p5M_20260121_183806,20,0.2421875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,21,0.29296875,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,22,0.26171875,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,23,0.25,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,24,0.2578125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,25,0.23828125,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,26,0.25,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,27,0.22265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,28,0.22265625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,29,0.23046875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,30,0.2421875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,31,0.1796875,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,32,0.26171875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,33,0.28125,syndrome_consistent,exact_correct,9,True
type2_1p5M_20260121_183806,34,0.2421875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,35,0.3046875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,36,0.25390625,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,37,0.25,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,38,0.265625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,39,0.2578125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,40,0.24609375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,41,0.24609375,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,42,0.2890625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,43,0.19921875,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,44,0.25390625,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,45,0.23828125,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,46,0.2734375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,47,0.24609375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,48,0.31640625,syndrome_consistent,exact_correct,8,True
type2_1p5M_20260121_183806,49,0.2421875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,50,0.2734375,syndrome_consistent,exact_correct,9,True
type2_1p5M_20260121_183806,51,0.2421875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,52,0.2421875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,53,0.26953125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,54,0.23828125,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,55,0.26953125,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,56,0.27734375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,57,0.2578125,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,58,0.203125,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,59,0.2890625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,60,0.20703125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,61,0.23828125,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,62,0.22265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,63,0.27734375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,64,0.30078125,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,65,0.28125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,66,0.3046875,syndrome_consistent,exact_correct,8,True
type2_1p5M_20260121_183806,67,0.24609375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,68,0.2421875,syndrome_consistent,exact_correct,5,True
