source_tag,frame_id,raw_ser,status,reason,iterations,exact_correct
type2_1p5M_20260121_183806,1384,0.24609375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1385,0.30078125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1386,0.28125,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1387,0.2109375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1388,0.25390625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1389,0.25,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1390,0.21875,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,1391,0.2734375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1392,0.2890625,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,1393,0.22265625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1394,0.30859375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1395,0.2734375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1396,0.234375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1397,0.234375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1398,0.30078125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1399,0.25390625,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1400,0.234375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1401,0.28515625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1402,0.26953125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1403,0.25390625,decode_failed,iteration_limit,100,False
type2_1p5M_20260121_183806,1404,0.2578125,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1405,0.31640625,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1406,0.2578125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1407,0.25,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1408,0.2578125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1409,0.30078125,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,1410,0.26953125,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1411,0.28125,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1412,0.3203125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1413,0.24609375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1414,0.27734375,syndrome_consistent,exact_correct,7,True
