role,stratum,plan_frame_id,alice_sha256,bob_sha256,transcript_bytes_len,transcript_bytes_sha256,dataset_id,frame_id,n_pairs,pair_idx_sequence_sha256,method,candidate_id,attempted,denominator_included,status,failure_reason,dimension,frame_len_symbols,raw_ser,fallback_invoked,rounds_attempted,verification_invoked,verification_seed_id_round0,verification_seed_id_round1,verification_tag_bits,epsilon_ec,key_dependent_disclosure_bits_total,public_control_bits_total,transcript_first_event_id,transcript_last_event_id,transcript_sha256,runtime_s,decoder_call_count,verification_check_count,ldpc_syndrome_bits,h1_syndrome_bits,h2_syndrome_bits,verification_tag_bits_component,feedback_control_bits,selection_sha256,channel_model_sha256,h1_codebook_manifest_sha256,h2_manifest_sha256,policy_sha256,mapping,leakage_comparison_policy,backend_name,backend_version
confirmation,bw120,adjacent_nominal|f000,73dafd891d1d22253e13059c1987a9321940c884e1b76c2920a0c82df06aeb2d,e67bf8602ad51333d109fcfd79df48c6235ceaa0669f61d3a1341ad29d7d060c,3955,c04ed8cec590afef904d4971f1294616083d22a50809c64c8bdac06506c1e09f,synthetic_adjacent_nominal,adjacent_nominal|f000,256,be66c2867e103fa00c88539675e5cd95f52ec5e38d9038e6d3710539f6c0aec1,ldpc_formal_v5,V5-C2,true,true,verified_success,,1024,256,0.24609375,false,1,true,a079a654218cb04417e09e2af2b8d2a5933395269a9f09194ec7a5b7c1708490,,64,5.421010862427522e-20,648,2623,1,13,c04ed8cec590afef904d4971f1294616083d22a50809c64c8bdac06506c1e09f,3.5160000000032596,10,1,584,584,0,64,0,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d59fbc19f037ea6fbb187e922ad5423a92174ab8fd0f442fe0c2f0e96a576845,9615c8ebde59aaf5e68079d4ecb0cd3d1aeaec9ba17310277881dda8a63342d2,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
confirmation,bw120,adjacent_nominal|f001,982101c6640dd4b4a2ac19b45546bdbb3e67dd4ecb84a95c5c9829210d10ce17,a618dd20095801bab41c2b80031b512f449aef7511455fd589a486b0427f2363,3955,60a62d6db7c47305554fd7bd90d93aaf1f1c8b005c3a565976dac94e6ca1b56b,synthetic_adjacent_nominal,adjacent_nominal|f001,256,be66c2867e103fa00c88539675e5cd95f52ec5e38d9038e6d3710539f6c0aec1,ldpc_formal_v5,V5-C2,true,true,verified_success,,1024,256,0.25,false,1,true,2150a3dbe9bdbc7a0ee2f77cb339255f32ae5e7dd69bd549d9b296b791773870,,64,5.421010862427522e-20,648,2623,1,13,60a62d6db7c47305554fd7bd90d93aaf1f1c8b005c3a565976dac94e6ca1b56b,0.1720000000204891,10,1,584,584,0,64,0,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d59fbc19f037ea6fbb187e922ad5423a92174ab8fd0f442fe0c2f0e96a576845,9615c8ebde59aaf5e68079d4ecb0cd3d1aeaec9ba17310277881dda8a63342d2,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
confirmation,bw120,adjacent_nominal|f002,aaf840815e4a7cce7c79b3e5ae06fc9130290404edcafb33f5866ce610405d90,ce4794500d0487cbf2b83104359c12cec805ba4e14a26bcb14f56179d2d21f21,3955,a94ff49da15b7cbbaf009f632e0c39f1e2ce76e2aaac010c26768cc78ac15884,synthetic_adjacent_nominal,adjacent_nominal|f002,256,be66c2867e103fa00c88539675e5cd95f52ec5e38d9038e6d3710539f6c0aec1,ldpc_formal_v5,V5-C2,true,true,verified_success,,1024,256,0.20703125,false,1,true,7fb5b967c66be45c7ecf5f1eccf0ff545051e61fdcc3d990d402de0d6cdacbcf,,64,5.421010862427522e-20,648,2623,1,13,a94ff49da15b7cbbaf009f632e0c39f1e2ce76e2aaac010c26768cc78ac15884,0.1720000000204891,10,1,584,584,0,64,0,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d59fbc19f037ea6fbb187e922ad5423a92174ab8fd0f442fe0c2f0e96a576845,9615c8ebde59aaf5e68079d4ecb0cd3d1aeaec9ba17310277881dda8a63342d2,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
confirmation,bw120,adjacent_nominal|f003,fc2ef809772ae7b7e6029e58a6caea7d71246af9f1890cf65b9ab012e0536263,94dc192c88949ab2e3896f6f165812892398f6402783f6c4d3ac57ff47eb8da0,3955,26f12fb2979751498a9ef794d77895ee27fbd30d70b195c1bdef360ca4f3749a,synthetic_adjacent_nominal,adjacent_nominal|f003,256,be66c2867e103fa00c88539675e5cd95f52ec5e38d9038e6d3710539f6c0aec1,ldpc_formal_v5,V5-C2,true,true,verified_success,,1024,256,0.26171875,false,1,true,e86b4a15bf8c28b10708f6ea28f92af2d74f05c6a91760a8117e86e7d444a915,,64,5.421010862427522e-20,648,2623,1,13,26f12fb2979751498a9ef794d77895ee27fbd30d70b195c1bdef360ca4f3749a,0.18799999996554106,10,1,584,584,0,64,0,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d59fbc19f037ea6fbb187e922ad5423a92174ab8fd0f442fe0c2f0e96a576845,9615c8ebde59aaf5e68079d4ecb0cd3d1aeaec9ba17310277881dda8a63342d2,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
confirmation,bw120,adjacent_nominal|f004,6ca1f31507eb4327575138a0f7c99cb36a7e1c4ea2027bd54045fbfb876973c2,60461bd06f09c56622f8c5995a1e7c43aa3621f78adf73cec5a2e0c41ffb77e9,3955,a7203fbdf18ae19d8728f18595071088274ba2a410066aab4873a5a7c004de62,synthetic_adjacent_nominal,adjacent_nominal|f004,256,be66c2867e103fa00c88539675e5cd95f52ec5e38d9038e6d3710539f6c0aec1,ldpc_formal_v5,V5-C2,true,true,verified_success,,1024,256,0.2421875,false,1,true,3f0516f77f2cd28c4275d25294804b4973c6a44d24314bfb8bddee4a59667991,,64,5.421010862427522e-20,648,2623,1,13,a7203fbdf18ae19d8728f18595071088274ba2a410066aab4873a5a7c004de62,0.1720000000204891,10,1,584,584,0,64,0,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d59fbc19f037ea6fbb187e922ad5423a92174ab8fd0f442fe0c2f0e96a576845,9615c8ebde59aaf5e68079d4ecb0cd3d1aeaec9ba17310277881dda8a63342d2,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
confirmation,bw120,adjacent_nominal|f005,214e75290785b742ba7bdfc9e75fd90b5109991731da8db4e927da470146614f,abdbbfe04b31475243b97f5e81b0b38fc86347ad289c1bdea5f5fa5ed9e717e8,3955,218e698f4589b9e399de29a829a10deb552225003f7d2b53ecded3942d0323c5,synthetic_adjacent_nominal,adjacent_nominal|f005,256,be66c2867e103fa00c88539675e5cd95f52ec5e38d9038e6d3710539f6c0aec1,ldpc_formal_v5,V5-C2,true,true,verified_success,,1024,256,0.21484375,false,1,true,60d74e9c2fd009a247f5a0081f33c343f1fd2f314bd508eb8870dea6cb84dbc8,,64,5.421010862427522e-20,648,2623,1,13,218e698f4589b9e399de29a829a10deb552225003f7d2b53ecded3942d0323c5,0.1720000000204891,10,1,584,584,0,64,0,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d59fbc19f037ea6fbb187e922ad5423a92174ab8fd0f442fe0c2f0e96a576845,9615c8ebde59aaf5e68079d4ecb0cd3d1aeaec9ba17310277881dda8a63342d2,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
confirmation,bw120,adjacent_nominal|f006,9cd92a218a97296edcba9addae9ad01b0059beb5d1eb5d11a7dfd8f5c9795f6d,09f3a8874e920e6e2051e85f8537eb11b52f150428130c637531b6786be6767a,3955,7bb6f7032faa8e186b1893065107960482e8c9635c43eb4fa6e4da2207fd3fad,synthetic_adjacent_nominal,adjacent_nominal|f006,256,be66c2867e103fa00c88539675e5cd95f52ec5e38d9038e6d3710539f6c0aec1,ldpc_formal_v5,V5-C2,true,true,verified_success,,1024,256,0.21484375,false,1,true,f3288be9d7cbf70337c5a3603e959e2e7514418d87616ead6aef512d6c313619,,64,5.421010862427522e-20,648,2623,1,13,7bb6f7032faa8e186b1893065107960482e8c9635c43eb4fa6e4da2207fd3fad,0.17199999996228144,10,1,584,584,0,64,0,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d59fbc19f037ea6fbb187e922ad5423a92174ab8fd0f442fe0c2f0e96a576845,9615c8ebde59aaf5e68079d4ecb0cd3d1aeaec9ba17310277881dda8a63342d2,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
confirmation,bw120,adjacent_nominal|f007,7570c82f04389d2fe341d3d41d074acf403d2f12498b1123aeaab7af2dd91553,8d90ad36c5f5435f424918f84733eb60c9f4553759116a83ba4b0fd39cdd0190,3955,204c6acf1a72c26e1c9ed35e3768e85e54e651cb0b4d6a0852a403b64693484f,synthetic_adjacent_nominal,adjacent_nominal|f007,256,be66c2867e103fa00c88539675e5cd95f52ec5e38d9038e6d3710539f6c0aec1,ldpc_formal_v5,V5-C2,true,true,verified_success,,1024,256,0.2421875,false,1,true,ef4834209a17fc36eecfc9cd2a9da18701fafa84bf65b15ca42c4f8ff4aad5c9,,64,5.421010862427522e-20,648,2623,1,13,204c6acf1a72c26e1c9ed35e3768e85e54e651cb0b4d6a0852a403b64693484f,0.14000000001396984,10,1,584,584,0,64,0,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d59fbc19f037ea6fbb187e922ad5423a92174ab8fd0f442fe0c2f0e96a576845,9615c8ebde59aaf5e68079d4ecb0cd3d1aeaec9ba17310277881dda8a63342d2,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
confirmation,bw120,adjacent_nominal|f008,b17266adb479e51a11f9a2775cff715fb61a59655153ec1a2becb19ac4783403,7acdd5f263638aefd48bbe3beb2d9d0b095cb07ade9242125d2ba4a963aa4ef7,3955,8b2a23232c1aefa60c971e61014f0daf84187ef18c133909a454c29ff543573a,synthetic_adjacent_nominal,adjacent_nominal|f008,256,be66c2867e103fa00c88539675e5cd95f52ec5e38d9038e6d3710539f6c0aec1,ldpc_formal_v5,V5-C2,true,true,verified_success,,1024,256,0.23828125,false,1,true,c7c26e4e3751dec3a3ee1391f64156576c5b5c6370e4668fca238117487fccec,,64,5.421010862427522e-20,648,2623,1,13,8b2a23232c1aefa60c971e61014f0daf84187ef18c133909a454c29ff543573a,0.1720000000204891,10,1,584,584,0,64,0,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d59fbc19f037ea6fbb187e922ad5423a92174ab8fd0f442fe0c2f0e96a576845,9615c8ebde59aaf5e68079d4ecb0cd3d1aeaec9ba17310277881dda8a63342d2,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
confirmation,bw120,adjacent_nominal|f009,7bfeade90d5f9efce7f2b4802c3d8cb966f0d89d8bb59d6ba1450cd752145cb9,5fc15f7aea20223d119482ec72393b394f08bcc57875e73d7f3e5e7333155703,3955,0952d6247d372ddb937e34ee70570d36f92198f57fcc6badd77befef67444e49,synthetic_adjacent_nominal,adjacent_nominal|f009,256,be66c2867e103fa00c88539675e5cd95f52ec5e38d9038e6d3710539f6c0aec1,ldpc_formal_v5,V5-C2,true,true,verified_success,,1024,256,0.25,false,1,true,fefb1b39d3534f06b6b192946e6feacf7d637c3b5e52e988655b13cdb5cc95d4,,64,5.421010862427522e-20,648,2623,1,13,0952d6247d372ddb937e34ee70570d36f92198f57fcc6badd77befef67444e49,0.17099999997299165,10,1,584,584,0,64,0,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d59fbc19f037ea6fbb187e922ad5423a92174ab8fd0f442fe0c2f0e96a576845,9615c8ebde59aaf5e68079d4ecb0cd3d1aeaec9ba17310277881dda8a63342d2,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
