stratum,plan_frame_id,alice_sha256,bob_sha256,transcript_bytes_len,transcript_bytes_sha256,dataset_id,frame_id,n_pairs,pair_idx_sequence_sha256,method,attempted,denominator_included,status,failure_reason,dimension,frame_len_symbols,raw_ser,verification_invoked,verification_seed_id,verification_tag_bits,epsilon_ec,key_dependent_disclosure_bits_total,public_control_bits_total,transcript_first_event_id,transcript_last_event_id,transcript_sha256,runtime_s,decoder_call_count,verification_check_count,ldpc_syndrome_bits,verification_tag_bits_component,selection_sha256,channel_model_sha256,codebook_manifest_sha256,policy_sha256,mapping,leakage_comparison_policy,backend_name,backend_version
adjacent_nominal,adjacent_nominal:f087,32d3faaf18f4c692322412ef3fbb9a703acf693ee5b0fef0f0f86a26a28a3e09,6f7ff3f6b130299ade11189beeb4e5143ba4b5277dd48f5e608611a08735e8e9,3872,e6509e28bc1439fbc22c187d299065bce90f0d7e461f422939fc4c6620b6f9bd,synthetic_adjacent_nominal,adjacent_nominal:f087,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,ldpc_formal_v4,true,true,verified_success,,1024,256,0.26171875,true,b30503222c617b9745336502bab8f7cc9a3b0f731adf523516b0c76d686513bd,64,5.421010862427522e-20,648,2623,1,13,e6509e28bc1439fbc22c187d299065bce90f0d7e461f422939fc4c6620b6f9bd,0.35899999999674037,10,1,584,64,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d0b51570f4e2ad2e976fd243a6532f0addbb149b8b9c9054cd868f85c794a0b8,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
adjacent_nominal,adjacent_nominal:f059,319a77175003a4a6cd03873a86dfb5176dfc6ae9a42d78e53cda9e7f43b5f490,512274f4b993b47a8d487c532568a6ee1cf6c39099c1f70278890d0da6ae183c,3872,4bf10a63ef2df7e7c1e65980887a3f8c43b5156418f6c220dc9c56fe8b9cde37,synthetic_adjacent_nominal,adjacent_nominal:f059,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,ldpc_formal_v4,true,true,verified_success,,1024,256,0.23828125,true,96a1384bb78540388e2a31cb446ee2d4412648fb56f18d3ceecc48b0e9305c84,64,5.421010862427522e-20,648,2623,1,13,4bf10a63ef2df7e7c1e65980887a3f8c43b5156418f6c220dc9c56fe8b9cde37,0.03199999999196734,10,1,584,64,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d0b51570f4e2ad2e976fd243a6532f0addbb149b8b9c9054cd868f85c794a0b8,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
adjacent_nominal,adjacent_nominal:f106,0c6b27d8818d77c3f448ca23eb099d6190aae0e7e37c240736f58527c99c5e91,109f8673fa0b4c3b4cc8f649b843e084fdd08b8184f1083c7de5e6ad8df8bd97,3872,d8e1707f565488258ee70394664f27ca29be3209af42dec2e7eb2f67dfca45f9,synthetic_adjacent_nominal,adjacent_nominal:f106,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,ldpc_formal_v4,true,true,verified_success,,1024,256,0.2109375,true,ea64c90bc5793c113324ef38a4f1ce50bcc58441e5ed82bb8a9493cd0ee3ccfc,64,5.421010862427522e-20,648,2623,1,13,d8e1707f565488258ee70394664f27ca29be3209af42dec2e7eb2f67dfca45f9,0.031000000002677552,10,1,584,64,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d0b51570f4e2ad2e976fd243a6532f0addbb149b8b9c9054cd868f85c794a0b8,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
adjacent_nominal,adjacent_nominal:f046,89850d0aaefd40e5d5017a0eaabbd0a06bc16c01d49ae8c0bd139474c56fd926,da57b2448e388efcec57e4404284cd2cad53f48237283897a0db0485da2a7afe,3872,6aceaf470639ef6de97e6e6a87998b5989c000a1ee6d1c5743394fb888737bc3,synthetic_adjacent_nominal,adjacent_nominal:f046,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,ldpc_formal_v4,true,true,verified_success,,1024,256,0.2578125,true,495e02598ca2822b0cb8e06ca3473dbf86b4211c277f9ea3cd722aa3775d79f9,64,5.421010862427522e-20,648,2623,1,13,6aceaf470639ef6de97e6e6a87998b5989c000a1ee6d1c5743394fb888737bc3,0.04700000000593718,10,1,584,64,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d0b51570f4e2ad2e976fd243a6532f0addbb149b8b9c9054cd868f85c794a0b8,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
adjacent_nominal,adjacent_nominal:f074,58452feb0536c55b174544eb6e8644e2c1380bba506b0f436e16d208743661d1,7248eac4a684c516e9a5969439ca5cb9172c6c28d8227ead03d5801efb9b68f6,3872,e82fbad3c8845a02afd55d842e06b615b0c0eba6b5801949a7cbb9046a4981ef,synthetic_adjacent_nominal,adjacent_nominal:f074,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,ldpc_formal_v4,true,true,verified_success,,1024,256,0.25,true,e83f7db11690712fe568f4ed513d2f854c3bdbb0b1dc5a67e152f7ee070fa262,64,5.421010862427522e-20,648,2623,1,13,e82fbad3c8845a02afd55d842e06b615b0c0eba6b5801949a7cbb9046a4981ef,0.031000000002677552,10,1,584,64,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d0b51570f4e2ad2e976fd243a6532f0addbb149b8b9c9054cd868f85c794a0b8,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
adjacent_nominal,adjacent_nominal:f105,37d0d43d8133c3bd9235aa1c9b8c51b4d5c79f0d80a22b100a93bebfa99c2f35,ae85ea13c50803500c62cfc58eb7893f772362e98aa0e26ca6a5d39054e5c9d2,3872,cafeb8104e66aa7a8797e57277b4ee7fc42db3d59eaf5f1d7c2f2432b4fbac0e,synthetic_adjacent_nominal,adjacent_nominal:f105,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,ldpc_formal_v4,true,true,verified_success,,1024,256,0.24609375,true,608c70032c0d37c216db5080bc06a6cf24517c6fde3327bbf19550262787334c,64,5.421010862427522e-20,648,2623,1,13,cafeb8104e66aa7a8797e57277b4ee7fc42db3d59eaf5f1d7c2f2432b4fbac0e,0.030999999988125637,10,1,584,64,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d0b51570f4e2ad2e976fd243a6532f0addbb149b8b9c9054cd868f85c794a0b8,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
adjacent_nominal,adjacent_nominal:f028,01d90817cffca37f039318ef5c4c3bbf1310b1e58fa72be587c96c1444ca1c09,b7e00eff3b8cd2c53388248031dcbc7d2e005b2dc41a6c2ce7f4ceb565676656,3872,da8a5f217211412fc296b9c6b4634b0b6aa3a45c8552c11b5ffd0ba8919ba2dc,synthetic_adjacent_nominal,adjacent_nominal:f028,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,ldpc_formal_v4,true,true,verified_success,,1024,256,0.27734375,true,dc9cacd1355e6d9b6853060e67bdb2a0e0ddb705b627e806ba5bf64ed8227013,64,5.421010862427522e-20,648,2623,1,13,da8a5f217211412fc296b9c6b4634b0b6aa3a45c8552c11b5ffd0ba8919ba2dc,0.03200000000651926,10,1,584,64,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d0b51570f4e2ad2e976fd243a6532f0addbb149b8b9c9054cd868f85c794a0b8,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
adjacent_nominal,adjacent_nominal:f003,4701abfb76828a404321e3a4af4aec20fd48204d92e94954ca921140e352cbe0,f0996b0620b980028c225088290bfdd102586de5c39e31072efbebd733a888b7,3872,c3f671afdd722a478f0f692c8b213525e84ff004da34c2f4007639320c3a30ba,synthetic_adjacent_nominal,adjacent_nominal:f003,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,ldpc_formal_v4,true,true,verified_success,,1024,256,0.24609375,true,674d3551abfdb890a4cf057b7a92aa8652de564f7c4319ea6a27d1b679b4e299,64,5.421010862427522e-20,648,2623,1,13,c3f671afdd722a478f0f692c8b213525e84ff004da34c2f4007639320c3a30ba,0.046000000002095476,10,1,584,64,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d0b51570f4e2ad2e976fd243a6532f0addbb149b8b9c9054cd868f85c794a0b8,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
adjacent_nominal,adjacent_nominal:f084,f16e27ebdc051b8c405e4c2fe4b3796189ae90e97b0ef36cd7a1b5b5e65cbedc,88a7c0fa269799001ab798e1be8f7ec126a69d6e73800e9b310c5ae3b38ae158,3875,3fb1bbaf0c0f8f57026770183f583153cfe08ddc65f59fcd7ae23a83669b02d6,synthetic_adjacent_nominal,adjacent_nominal:f084,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,ldpc_formal_v4,true,true,verify_failed,toeplitz_mismatch,1024,256,0.28515625,true,879417d0dfa544ffc178cb02d30e33ddb5c0a3f2e43947704d30e24598ebd2dd,64,5.421010862427522e-20,648,2623,1,13,3fb1bbaf0c0f8f57026770183f583153cfe08ddc65f59fcd7ae23a83669b02d6,0.046999999991385266,10,1,584,64,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d0b51570f4e2ad2e976fd243a6532f0addbb149b8b9c9054cd868f85c794a0b8,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
adjacent_nominal,adjacent_nominal:f009,27daea77b06680b4daf8bc90c62f396777606b565126a718663c45621d2213cc,7f7b88ce6606de1fa00291713517b8865e6811251305b00f0cfcf6734514b8d2,3872,92cba53b0647a63b715adf167582e747f7425d39cc56de1b5a9141de302de50b,synthetic_adjacent_nominal,adjacent_nominal:f009,256,d7c55fa0323a2b2c7fa6100024f32259243abc6409de18f2010243807fbd4a11,ldpc_formal_v4,true,true,verified_success,,1024,256,0.24609375,true,e4d0974b31270ecbf295ba752d555ce261d0b1840200cedc2bc5bdc215b3df09,64,5.421010862427522e-20,648,2623,1,13,92cba53b0647a63b715adf167582e747f7425d39cc56de1b5a9141de302de50b,0.03200000000651926,10,1,584,64,01f73e76cc43afdabe35cb15a6836b1c7fc40e9f1d4fcc00092dd174a06cce72,0171f972572df88019ad478fbeead17eabc44e8f5b2f4142a375d76ddca3bf60,a4f836bb6ae46cd277ae632c469e6155c1ec18d1ed687eb515e1a925d1d85556,d0b51570f4e2ad2e976fd243a6532f0addbb149b8b9c9054cd868f85c794a0b8,gray,method_specific_not_cross_ranked,ldpc.BpOsdDecoder,2.4.1
