source_tag,frame_id,raw_ser,status,reason,iterations,exact_correct
type2_1p5M_20260121_183806,1730,0.234375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1731,0.25,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,1732,0.25,syndrome_consistent,exact_correct,8,True
type2_1p5M_20260121_183806,1733,0.27734375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1734,0.22265625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1735,0.23828125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1736,0.265625,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1737,0.23828125,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1738,0.2578125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1739,0.25,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1740,0.265625,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,1741,0.234375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1742,0.25390625,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1743,0.28515625,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1744,0.23828125,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1745,0.265625,syndrome_consistent,exact_correct,7,True
type2_1p5M_20260121_183806,1746,0.296875,syndrome_consistent,exact_correct,9,True
type2_1p5M_20260121_183806,1747,0.27734375,syndrome_consistent,exact_correct,6,True
type2_1p5M_20260121_183806,1748,0.23046875,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1749,0.1875,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1750,0.21484375,syndrome_consistent,exact_correct,4,True
type2_1p5M_20260121_183806,1751,0.23828125,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1752,0.24609375,syndrome_consistent,exact_correct,3,True
type2_1p5M_20260121_183806,1753,0.24609375,syndrome_consistent,exact_correct,5,True
type2_1p5M_20260121_183806,1754,0.2421875,syndrome_consistent,exact_correct,4,True
