dataset_id,method,frame_idx,decode_success,verify_success,raw_frame_ser,raw_frame_ber,post_frame_ser,post_frame_ber,leak_bits_frame,iterations_used,runtime_ms,passes_used,total_blocks_checked,parity_disclosures_bits,bisection_disclosures_bits,verification_bits,other_disclosures_bits,candidate_flips,verified_flips,block_size_schedule,num_passes,notes,dimension,bin_width_ps,data_mode,frame_cap,permutation_mode,seed,param_hash
real_typeii_20db_d1024_bw100_blk0,cascade_lite,0,True,True,0.2421875,0.02421875,0.0,0.0,859.0,265,9.672399988630787,3,281,562,265,32,0,62,62,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,1024,100,real_data,4,seeded_random,0,7bb66119b31ce8cd
real_typeii_20db_d1024_bw100_blk0,cascade_lite,1,True,True,0.20703125,0.020703125,0.0,0.0,818.0,226,26.557300006970763,3,280,560,226,32,0,53,53,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,1024,100,real_data,4,seeded_random,0,7bb66119b31ce8cd
real_typeii_20db_d1024_bw100_blk0,cascade_lite,2,True,True,0.2265625,0.02265625,0.0,0.0,845.0,251,30.284300009952858,3,281,562,251,32,0,58,58,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,1024,100,real_data,4,seeded_random,0,7bb66119b31ce8cd
real_typeii_20db_d1024_bw100_blk0,cascade_lite,3,True,False,0.25390625,0.025390625,0.0078125,0.00078125,870.0,274,38.17459999118,3,282,564,274,32,0,63,63,"16,32,64,128",3,leakage_accounting=exact_internal_transcript,1024,100,real_data,4,seeded_random,0,7bb66119b31ce8cd
real_typeii_20db_d1024_bw100_blk0,cascade_lite,0,True,True,0.2421875,0.02421875,0.0,0.0,899.0,265,10.066499991808087,4,301,602,265,32,0,62,62,"16,32,64,128",4,leakage_accounting=exact_internal_transcript,1024,100,real_data,4,seeded_random,0,3ddb0e813f8c9fa7
real_typeii_20db_d1024_bw100_blk0,cascade_lite,1,True,True,0.20703125,0.020703125,0.0,0.0,858.0,226,26.515199977438897,4,300,600,226,32,0,53,53,"16,32,64,128",4,leakage_accounting=exact_internal_transcript,1024,100,real_data,4,seeded_random,0,3ddb0e813f8c9fa7
real_typeii_20db_d1024_bw100_blk0,cascade_lite,2,True,True,0.2265625,0.02265625,0.0,0.0,885.0,251,74.18039999902248,4,301,602,251,32,0,58,58,"16,32,64,128",4,leakage_accounting=exact_internal_transcript,1024,100,real_data,4,seeded_random,0,3ddb0e813f8c9fa7
real_typeii_20db_d1024_bw100_blk0,cascade_lite,3,True,True,0.25390625,0.025390625,0.0,0.0,924.0,288,74.60490000084974,4,302,604,288,32,0,65,65,"16,32,64,128",4,leakage_accounting=exact_internal_transcript,1024,100,real_data,4,seeded_random,0,3ddb0e813f8c9fa7
real_typeii_20db_d1024_bw100_blk0,cascade_lite,0,True,True,0.2421875,0.02421875,0.0,0.0,2454.0,182,21.25799999339506,3,1120,2240,182,32,0,62,62,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,1024,100,real_data,4,seeded_random,0,1cdb1b55b06d0718
real_typeii_20db_d1024_bw100_blk0,cascade_lite,1,True,True,0.20703125,0.020703125,0.0,0.0,2429.0,157,40.0493000051938,3,1120,2240,157,32,0,53,53,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,1024,100,real_data,4,seeded_random,0,1cdb1b55b06d0718
real_typeii_20db_d1024_bw100_blk0,cascade_lite,2,True,True,0.2265625,0.02265625,0.0,0.0,2437.0,163,90.18389999982901,3,1121,2242,163,32,0,58,58,"8,4,16,13",3,leakage_accounting=exact_internal_transcript,1024,100,real_data,4,seeded_random,0,1cdb1b55b06d0718
